created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,97,96.0,jwacarrollNZ,1260,2914,,,,
Fri Jun 18 19:04:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,97,97.0,AnjolieSingh,286,166,,,,delhi
Fri Jun 18 19:04:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,0,,fobita,1090,309,,,,Pajule
Fri Jun 18 19:04:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",p,0.0,0.0,en,0,,KhJanelle,414,636,False,,,Venus
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,1,1.0,ana_captures,2509,3129,,,,"London, England"
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,136,78.0,julbeelee,259,808,,,,
Fri Jun 18 19:04:59 +0000 2021,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",k,0.0,0.0,en,0,,WhosWhoRSA,584,253,False,,,South Africa
Fri Jun 18 19:05:00 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",i,0.0,0.0,en,0,1.0,viralvideovlogs,6856,4582,False,,,കേരളം
Fri Jun 18 19:05:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,0,,Kathlee96724497,278,578,,,,
Fri Jun 18 19:05:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",g,0.0,0.0,en,134,92.0,Iovesway,29,81,False,,,5
Fri Jun 18 19:05:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,368,99.0,stephantelka,1513,2218,,,,"iPhone: 45.415325,-75.690834"
Fri Jun 18 19:05:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,0,,360CNN,4206,4993,,,,"West Coast, USA"
Fri Jun 18 19:05:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",u,0.0,0.0,en,0,,graffitieyes,356,286,,,,uganda
Fri Jun 18 19:05:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,1,2.0,british2012,593,2336,,,,Kempton Park
Fri Jun 18 19:06:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,Kumarsivesh111,165,1513,,,,chennai India
Fri Jun 18 19:06:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,29,28.0,99GAZI,2744,4993,,,,"Kimberley, South Africa"
Fri Jun 18 19:06:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b,0.0,0.0,en,0,,mokawooya,18565,19008,,,,"Kampala, Uganda"
Fri Jun 18 19:06:52 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",o,0.0,0.0,en,0,,digiphile,232616,1958,False,,,"Washington, DC"
Fri Jun 18 19:06:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",u,0.0,0.0,en,21,3.0,peggymel2001,4195,3505,,,,Australia
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",h,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:07:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,0,,SABCNews,1948985,579,False,,,South Africa
Fri Jun 18 19:07:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,318,154.0,brendanno3,275,580,,,,UK
Fri Jun 18 19:07:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",d,0.0,0.0,en,8,3.0,DevenderBadri,144,522,,,,"Ramagundam, India"
Fri Jun 18 19:07:08 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>",a,0.0,0.0,en,0,1.0,CoronaUpdateBot,1268,2,,,,
Fri Jun 18 19:07:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,0,,AmuAlan,171,123,,,,North Lebanon
Fri Jun 18 19:07:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",g,0.0,0.0,en,319,155.0,sweetie_tweeter,2799,5000,,,,
Fri Jun 18 19:07:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,0,,GlobalLiamNixon,3497,2320,,,,"Lethbridge, AB"
Fri Jun 18 19:07:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",r,0.0,0.0,en,319,156.0,BelGreenwood,273,1172,,,,
Fri Jun 18 19:07:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,0,,DataDrivenMD,9523,1179,False,,,#VaccineEquity HQ
Fri Jun 18 19:07:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,2,3.0,Freedom33453,367,426,,,,The Moon
Fri Jun 18 19:07:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,555,362.0,Jenifer46277051,3460,4110,,,,United Kingdom
Fri Jun 18 19:07:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",f,0.0,0.0,en,1,2.0,UCSDSkaggsSOP,698,375,,,,"La Jolla, San Diego"
Fri Jun 18 19:07:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,reshmagar,1707,1926,,,,"New Haven, CT, United States"
Fri Jun 18 19:07:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,21,8.0,inkscrblr,21422,24420,,,,Canada
Fri Jun 18 19:08:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",h,0.0,0.0,en,87,48.0,luciabrawley,2305,1976,,,,
Fri Jun 18 19:08:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,431,177.0,homelandlove,1147,1155,,,,
Fri Jun 18 19:08:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,162,60.0,benbel9acem,47,212,,,,Planet Earth
Fri Jun 18 19:08:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#,0.0,0.0,en,20,1.0,SandriGiulia,1672,2219,,,,
Fri Jun 18 19:08:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",C,0.0,0.0,en,197,42.0,melodiemcclure,419,2131,,,,"Stratford, Ontario"
Fri Jun 18 19:08:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,19,3.0,mrdaytrades,24,68,,,,USA
Fri Jun 18 19:08:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",v,0.0,0.0,en,156,90.0,luciabrawley,2305,1976,,,,
Fri Jun 18 19:08:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i,0.0,0.0,en,3,2.0,mamocha1,651,3078,,,,"Joburg, SA "
Fri Jun 18 19:08:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",d,0.0,0.0,en,2,2.0,AustinLouis5,823,3008,,,,"Cambridge,Oh"
Fri Jun 18 19:08:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0.0,0.0,en,0,,360CNN,4206,4993,False,,,"West Coast, USA"
Fri Jun 18 19:08:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,0.0,0.0,en,416,128.0,lmoon79,1634,4785,,,,Michigan
Fri Jun 18 19:08:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,105,67.0,BELLYLAUGHTER2,65,160,,,,
Fri Jun 18 19:08:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",v,0.0,0.0,en,22,18.0,mayo4u,1444,1962,,,,
Fri Jun 18 19:08:44 +0000 2021,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>",a,0.0,0.0,en,138,93.0,ryanfromohio,891,1518,False,,,South Clintonville
Fri Jun 18 19:08:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",c,0.0,0.0,en,9,4.0,ashishkjha,220589,564,False,,,"Providence, RI"
Fri Jun 18 19:08:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,3,3.0,MapenaKatiso,6105,5993,,,,South Africa
Fri Jun 18 19:08:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,127,87.0,luciabrawley,2305,1976,,,,
Fri Jun 18 19:08:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,0,,DrNitinPandya,1,7,False,,,
Fri Jun 18 19:08:56 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",e,0.0,0.0,en,105,65.0,HealthRadix,90,547,,,,United States
Fri Jun 18 19:09:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,71,36.0,BangtanOurStars,267,227,,,,
Fri Jun 18 19:09:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",",",0.0,0.0,en,322,157.0,mumslenansle,148,476,,,,"Plymouth, England"
Fri Jun 18 19:09:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,5,5.0,ClarkCountySch,36872,1227,,,,"Clark County, Las Vegas, NV"
Fri Jun 18 19:09:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b,0.0,0.0,en,6,4.0,sosospay,16458,14907,,,,Eastern Cape
Fri Jun 18 19:09:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",r,0.0,0.0,en,911,508.0,damendah,242,560,,,,Nairobi
Fri Jun 18 19:10:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,10,1.0,Tglatin,859,1596,,,,
Fri Jun 18 19:10:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,4,3.0,maria_kfz,183,822,,,,"Toronto, Ontario"
Fri Jun 18 19:10:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",k,0.0,0.0,en,6,5.0,SipheMB,60,987,,,,"Port Elizabeth, South Africa"
Fri Jun 18 19:10:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,6,6.0,Shersinghzn,854,1192,,,,"Durban, South Africa"
Fri Jun 18 19:11:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,DavidAb10822584,160,343,False,,,"North Carolina, USA"
Fri Jun 18 19:11:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",d,0.0,0.0,en,29,29.0,ZukoMndayi1,9,383,,,,
Fri Jun 18 19:11:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,417,23.0,neckthai,4564,1271,,,,More than likely a racetrack
Fri Jun 18 19:11:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",w,0.0,0.0,en,431,178.0,IsraelinSF,7436,189,,,,"San Francisco, CA, USA"
Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",n,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",h,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:11:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i,0.0,0.0,en,223,92.0,joacopereyra87,177,4983,,,,
Fri Jun 18 19:11:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,0,,oldsoul152,4,120,,,,Washington DC
Fri Jun 18 19:11:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,,MsCassandraGud,7553,1028,,,,2196
Fri Jun 18 19:12:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“,0.0,0.0,en,323,158.0,APHPaterson,344,999,,,,"Stroud, UK"
Fri Jun 18 19:12:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l,0.0,0.0,en,0,,DudeBiotech,133,401,,,,DYOR! NO Advice! Read more!
Fri Jun 18 19:12:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i,0.0,0.0,en,137,79.0,JeffNC9,1456,179,,,,"Syracuse, NY"
Fri Jun 18 19:12:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,1,2.0,FortWorthISD,26318,613,,,,"Fort Worth, Texas"
Fri Jun 18 19:12:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,21,2.0,kiki_la_bulla,75,296,,,,sud[d]ista di adozione
Fri Jun 18 19:12:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,141,94.0,Gurihirufan7,19,85,False,,,"White House, TN"
Fri Jun 18 19:12:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,0,,Rainbowandsteel,3473,387,,,,
Fri Jun 18 19:12:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",f,0.0,0.0,en,105,68.0,LHumeSastre,208,376,,,,
Fri Jun 18 19:12:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,7,5.0,angryhacademic,1618,3286,,,,my mind
Fri Jun 18 19:13:03 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",l,0.0,0.0,en,0,,LongCovidNYC,366,696,False,,,
Fri Jun 18 19:13:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",i,0.0,0.0,en,88,38.0,lekshmidhar,88,363,,,,"Basel, Switzerland"
Fri Jun 18 19:13:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,141,96.0,the5hine,425,176,False,,, 
Fri Jun 18 19:13:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,12,2.0,JobMatua,1221,731,,,,Uganda Africa(East Africa)
Fri Jun 18 19:13:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",”,0.0,0.0,en,25,27.0,nvfqsh,38,263,,,, Malaysia
Fri Jun 18 19:13:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,,bonill07,1425,1819,,,,United States
Fri Jun 18 19:13:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,100,58.0,fermin771009,1958,4736,,,,"Guadalajara, Mexico"
Fri Jun 18 19:13:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,0,,Alaskacryptogi1,6705,7330,False,,,"Alaska, USA"
Fri Jun 18 19:13:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",a,0.0,0.0,en,0,1.0,youthdotgov,938,455,,,,"Washington, DC"
Fri Jun 18 19:13:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,HCimiez,90,91,,,,
Fri Jun 18 19:13:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,8,7.0,Makambas,76484,1489,,,,"Johannesburg, South Africa"
Fri Jun 18 19:13:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",k,0.0,0.0,en,8,8.0,HerbertHamilton,1102,2497,,,,"Barberton, Mpumalanga"
Fri Jun 18 19:14:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,324,159.0,SuePlatt2,81,420,,,,
Fri Jun 18 19:14:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,11,2.0,daisyserem,264,279,,,,
Fri Jun 18 19:14:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",p,0.0,0.0,en,3,2.0,MxRevenge1,3691,3743,,,,Cape Town 
Fri Jun 18 19:14:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,0,,mfazomnyama_,106567,5620,,,,"eMsinga, South Africa"
Fri Jun 18 19:14:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,2,3.0,NC_Governor,171035,18,,,,"North Carolina, USA"
Fri Jun 18 19:14:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",h,0.0,0.0,en,13,5.0,IndySpiritus,253,680,False,,,"LA County, USA"
Fri Jun 18 19:14:38 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",i,0.0,0.0,en,3,2.0,Allatsea4,1897,1717,,,,"London, England"
Fri Jun 18 19:14:59 +0000 2021,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",m,0.0,0.0,en,0,,THREADresearch,476,819,False,,,"Orange County, CA"
Fri Jun 18 19:15:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>", ,0.0,0.0,en,0,,JagranEnglish,11432,37,False,,,"New Delhi, India"
Fri Jun 18 19:15:01 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",u,0.0,0.0,en,0,1.0,viralvideovlogs,6856,4582,,,,കേരളം
Fri Jun 18 19:15:04 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",p,0.0,0.0,en,0,,CityAM,68667,794,False,,,"London, England"
Fri Jun 18 19:15:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,3,4.0,mark_himmer,1264,1593,,,,"Minnesota, USA"
Fri Jun 18 19:15:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,760,251.0,Texasdem1,1911,4999,,,,"Texas, USA"
Fri Jun 18 19:15:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,10,8.0,KalkidanCD,41,155,,,,Democratic Republic of Congo
Fri Jun 18 19:15:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,416,129.0,jlypio35,375,503,,,,"Detroit, MI"
Fri Jun 18 19:15:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",n,0.0,0.0,en,913,509.0,Kimwinner4,127,446,,,, Kenya 
Fri Jun 18 19:15:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",i,0.0,0.0,en,0,,idreamquest,360,384,False,,,
Fri Jun 18 19:15:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",g,0.0,0.0,en,0,,MarogaKR,1375,2100,,,,South Africa
Fri Jun 18 19:15:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,198,43.0,AntiQuackPhD,205,695,,,,
Fri Jun 18 19:15:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,25,28.0,Linora,158,212,,,,
Fri Jun 18 19:15:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.,0.0,0.0,en,0,,bonill07,1425,1820,,,,United States
Fri Jun 18 19:15:52 +0000 2021,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>", ,0.0,0.0,en,0,,GuardianNigeria,2163796,469,False,,,Nigeria
Fri Jun 18 19:15:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,137,80.0,adekleine,1041,994,,,,
Fri Jun 18 19:15:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,199,44.0,Hrefna_Rvn_Qn,119,120,,,,Canada
Fri Jun 18 19:16:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,914,510.0,amwase,435,367,,,,kampala
Fri Jun 18 19:16:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",p,0.0,0.0,en,0,,MTone123,3204,251,False,,,Calgary
Fri Jun 18 19:16:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,100,98.0,Colinegreen,2113,5002,,,,
Fri Jun 18 19:16:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",:,0.0,0.0,en,13,6.0,AndreaSakurada,1462,1334,False,,,"Arica, Chile"
Fri Jun 18 19:16:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",/,0.0,0.0,en,1,1.0,TomKiedrowski,2015,2173,,,,United Kingdom
Fri Jun 18 19:16:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",/,0.0,0.0,en,71,37.0,defibette,59,423,,,,
Fri Jun 18 19:16:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,2,1.0,samza_zaza,553,613,,,,
Fri Jun 18 19:16:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.,0.0,0.0,en,0,1.0,jollytoddlers,122,495,,,,"Southampton, Pennsylvania"
Fri Jun 18 19:16:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,137,81.0,defibette,59,423,,,,
Fri Jun 18 19:16:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,169,69.0,vickiw32,385,967,,,,
Fri Jun 18 19:16:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",/,0.0,0.0,en,556,363.0,michmorgan01,122,311,,,,United Kingdom
Fri Jun 18 19:17:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",L,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:17:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",S,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 19:17:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",E,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
