created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Sat Jun 19 03:17:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,0,,tushar_naya,179,1418,False,,,India
Sat Jun 19 03:17:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",x,0.0,0.0,en,146,61.0,SanguDelle,9003,2681,,,,
Sat Jun 19 03:17:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",p,0.0,0.0,en,147,62.0,Wen0179,953,5005,,,,
Sat Jun 19 03:17:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,636,711.0,Rajapatel878,2610,5010,,,,India
Sat Jun 19 03:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",r,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",s,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",a,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:17:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,82,15.0,hearthacker41,2399,4673,,,,kolkata
Sat Jun 19 03:17:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",d,0.0,0.0,en,189,152.0,SydenhamStekkie,1373,867,,,,South Africa
Sat Jun 19 03:17:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,10,3.0,JaneyCink,161,218,,,,Southwestern PA
Sat Jun 19 03:18:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l,0.0,0.0,en,552,102.0,BrianCormier,2145,2421,,,,"Moncton, New Brunswick, Canada"
Sat Jun 19 03:18:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,0,,ConcernedHk,1003,332,,,,
Sat Jun 19 03:18:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,643,602.0,leenyoongi,180,172,False,,,Leenland / BANGTAN'S ♥ 
Sat Jun 19 03:18:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d,0.0,0.0,en,0,,anna_isaac,29524,1908,False,,,
Sat Jun 19 03:18:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,313,291.0,lawlerrskates,688,278,,,,Earth
Sat Jun 19 03:19:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,151,39.0,rodcollections,4298,5002,,,,"Harare, Zimbabwe"
Sat Jun 19 03:19:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,151,63.0,LaurieTMiller,861,1149,,,,NC
Sat Jun 19 03:19:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,9,2.0,timesofindia,13666575,470,,,,New Delhi
Sat Jun 19 03:19:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I,0.0,0.0,en,2086,155.0,brittanydainard,316,126,,,,toronto 
Sat Jun 19 03:20:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,89,16.0,vdhiman_89,313,1178,,,,india
Sat Jun 19 03:20:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",k,0.0,0.0,en,637,714.0,dobbernation,6328,3749,,,,"Toronto, Ontario"
Sat Jun 19 03:20:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,154,64.0,Marie70883246,232,344,,,,"Winnipeg, Manitoba"
Sat Jun 19 03:20:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,1,3.0,Ririwasabicat,1260,379,False,,,Kuala Lumpur
Sat Jun 19 03:20:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",w,0.0,0.0,en,0,,AlbertH51591544,1045,1046,,,,God Bless America
Sat Jun 19 03:20:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.,0.0,0.0,en,167,46.0,Anjalie_Simboo,132,301,,,,
Sat Jun 19 03:20:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,33,26.0,agussari,24439,3881,,,,"ÜT: -6.212443,106.809278"
Sat Jun 19 03:21:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",H,0.0,0.0,en,1028,328.0,Rockeye7,609,4743,,,,Plant Earth
Sat Jun 19 03:21:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,2096,156.0,ArleenMcCallum,147,331,,,,Toronto
Sat Jun 19 03:21:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,0,,Vuduchick,3199,4996,,,,United States
Sat Jun 19 03:21:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,0,,KagroX,41558,1043,False,,,
Sat Jun 19 03:21:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,94,17.0,tuslidas,2377,3124,,,,"Sabarmati, Ahmadabad City"
Sat Jun 19 03:21:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i,0.0,0.0,en,2099,157.0,urbanplan_b,275,370,,,,"Toronto, Ontario"
Sat Jun 19 03:21:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,95,18.0,aroonrao2000,1243,1756,,,,
Sat Jun 19 03:21:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,104,78.0,sriwastav_puja,66,65,,,,"Assam, India"
Sat Jun 19 03:22:03 +0000 2021,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",a,0.0,0.0,en,0,,adventuremotive,4,0,,,,
Sat Jun 19 03:22:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,0,,WatchTowerGW,860,49,False,,,
Sat Jun 19 03:22:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d,0.0,0.0,en,0,,rohitgowda1212,1067,1468,,,,
Sat Jun 19 03:22:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,158,65.0,MiguelitoABaut1,63,226,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",s,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",p,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",r,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",a,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:22:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,22,16.0,nancyknowlton97,10511,10497,,,,A little seaside town
Sat Jun 19 03:22:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,643,603.0,nikolaq_teslaq,96,109,False,,,"Kelantan, Malaysia"
Sat Jun 19 03:22:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,0,,ciksepul,324,60,,,,Perlis but stuck in Damansara
Sat Jun 19 03:22:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,1,1.0,ChrisMartell8,314,1272,,,,"Here, not there. "
Sat Jun 19 03:22:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",q,0.0,0.0,en,12,9.0,ZivaViva,515,789,,,,
Sat Jun 19 03:22:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",u,0.0,0.0,en,70,40.0,mitsuya_niwa,7913,391,,,,Everywhere
Sat Jun 19 03:23:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,11,4.0,Nawal64024013,201,699,,,,
Sat Jun 19 03:23:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,2111,158.0,josefharper00,599,952,,,,
Sat Jun 19 03:23:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,98,19.0,SHAHIDPEER14,354,1664,,,,Srinagar Kashmir
Sat Jun 19 03:23:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,16,8.0,InternaHUMT,190,200,,,,Terrassa
Sat Jun 19 03:23:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",f,0.0,0.0,en,993,559.0,Collen93089333,24,139,,,,"Rustenburg, South Africa"
Sat Jun 19 03:23:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,0,,GlobalWatchCGTN,1639,255,False,,,
Sat Jun 19 03:23:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,643,604.0,ainaqey,592,397,False,,,
Sat Jun 19 03:23:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,0,,youfa1111,27,421,False,,,
Sat Jun 19 03:24:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",v,0.0,0.0,en,101,20.0,nimeshdarji11,169,452,,,,India
Sat Jun 19 03:24:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,189,153.0,kevinkresse,1659,5000,,,,"Buffalo, NY, United States"
Sat Jun 19 03:24:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",c,0.0,0.0,en,0,,TheRepublic1A2A,1234,1195,,,,🦅🦅🦅🗽🦅🦅🦅 1775/1776 🇺🇸
Sat Jun 19 03:24:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",c,0.0,0.0,en,54,17.0,s_mutana,86,229,,,,Kampala
Sat Jun 19 03:25:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",i,0.0,0.0,en,160,66.0,robothyenas,459,437,,,,Treasure Trove Cove
Sat Jun 19 03:25:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",n,0.0,0.0,en,342,125.0,TaylorS11264605,796,1665,,,,
Sat Jun 19 03:25:07 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",e,0.0,0.0,en,1031,329.0,Elizabe93641496,36,260,,,,
Sat Jun 19 03:25:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,0,,GingerMEdwin,474,3228,,,,Land of poutine & politeness.
Sat Jun 19 03:25:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,453,117.0,ScienceOfSmut,1119,2526,,,,"Vancouver, BC, CANADA"
Sat Jun 19 03:25:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,638,713.0,vijaybilla37,371,4587,,,,India
Sat Jun 19 03:25:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",o,0.0,0.0,en,0,,everybodyisyou,0,11,False,,,On an Island
Sat Jun 19 03:25:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,1033,330.0,Aquasun,755,1846,,,,"Sanford, Fl"
Sat Jun 19 03:26:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A,0.0,0.0,en,10,2.0,MarkSmi75510649,65,8,,,,
Sat Jun 19 03:26:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",f,0.0,0.0,en,2,1.0,bgtn7fnni,361,445,,,,"Sabah, Malaysia"
Sat Jun 19 03:26:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",r,0.0,0.0,en,116,66.0,linda_dinardo,189,885,,,,
Sat Jun 19 03:26:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,87,53.0,BancoCdi,586,272,,,,
Sat Jun 19 03:26:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",c,0.0,0.0,en,645,605.0,Dapoq_pdot,32422,47,False,,,
Sat Jun 19 03:26:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",a,0.0,0.0,en,1,1.0,Kongduino,1773,1853,,,,HONG KONG & SHENZHEN
Sat Jun 19 03:27:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",.,0.0,0.0,en,1034,330.0,stargal46,6550,7029,,,,"Ontario, Canada"
Sat Jun 19 03:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",W,0.0,0.0,en,2129,159.0,FactsMon,87,237,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",p,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",l,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",a,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",d,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",w,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",i,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:27:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,254,96.0,Joejohn14896700,44,507,,,,
Sat Jun 19 03:27:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,646,607.0,NizamArchibald,11318,2349,False,,,"Kuala Lumpur, always"
Sat Jun 19 03:28:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,147,32.0,PhilWilliston,27,131,,,,
Sat Jun 19 03:28:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",G,0.0,0.0,en,114,21.0,Hitesh26797084,193,754,,,,
Sat Jun 19 03:28:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,647,609.0,eryazmi,3097,1304,False,,,Atiqah's boi ❤️
Sat Jun 19 03:28:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,2143,160.0,ScottDu61824511,124,1340,,,,
Sat Jun 19 03:29:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m,0.0,0.0,en,498,204.0,adibhabibul,118,122,,,,"Kedah, Malaysia"
Sat Jun 19 03:29:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,648,611.0,adibhabibul,118,122,False,,,"Kedah, Malaysia"
Sat Jun 19 03:29:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",n,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:29:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",y,0.0,0.0,en,2147,161.0,KarynG76,22,257,,,,
Sat Jun 19 03:29:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,639,714.0,AlexChowStuart,4277,4884,,,,drakes bay
Sat Jun 19 03:29:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,13441,6847.0,angela12345678_,2300,5002,,,,"Tennessee, USA"
Sat Jun 19 03:29:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,649,613.0,hamizahjoe,145,876,False,,,in my mind~
Sat Jun 19 03:29:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",d,0.0,0.0,en,650,614.0,MRXeno_,819,3950,False,,,
Sat Jun 19 03:29:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,66,36.0,AndyPankhurst1,540,1792,,,,
Sat Jun 19 03:29:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,86,27.0,mamacee7,2763,878,,,,Tennessee
Sat Jun 19 03:29:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,639,715.0,bprophetable,3655,5002,,,,active locally globally
Sat Jun 19 03:30:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:30:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,651,616.0,anakpakzali,195,212,False,,,Malaysia
Sat Jun 19 03:30:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",U,0.0,0.0,en,651,617.0,lo0litsme,82,1020,False,,,Malaysia
Sat Jun 19 03:30:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",K,0.0,0.0,en,315,292.0,bprophetable,3655,5002,,,,active locally globally
Sat Jun 19 03:30:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,81,17.0,KoroitubunaJ,29,231,,,,Fiji
Sat Jun 19 03:30:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,TaraRoss,9590,456,,,,
Sat Jun 19 03:30:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,651,618.0,_FaizIskandar,1275,1081,False,,,Malaysia
Sat Jun 19 03:30:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,5,4.0,sassymb20,335,701,,,,
Sat Jun 19 03:31:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",l,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:31:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i,0.0,0.0,en,652,619.0,thatgayirad,276,633,False,,,they/them
Sat Jun 19 03:31:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",f,0.0,0.0,en,652,620.0,leinsecuregirl,1860,1376,False,,,
Sat Jun 19 03:31:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,43,29.0,bprophetable,3655,5002,,,,active locally globally
Sat Jun 19 03:31:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,14,3.0,srvtnppj,146,160,,,,Manila
Sat Jun 19 03:31:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",p,0.0,0.0,en,652,621.0,zakiahtwt,77,97,False,,,
Sat Jun 19 03:32:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,652,623.0,1Obefiend,85498,999,False,,,"Kuala Lumpur, Wilayah Persekut"
Sat Jun 19 03:32:16 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",t,0.0,0.0,en,2165,162.0,MushypeaJane,1568,2412,,,,London Ontario
Sat Jun 19 03:32:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,2,1.0,BnhKiu4,53,86,,,,
Sat Jun 19 03:32:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",n,0.0,0.0,en,166,67.0,InFullBloomUS,17843,358,,,,Southwest Florida
Sat Jun 19 03:32:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:32:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:32:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",r,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:32:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",e,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Sat Jun 19 03:32:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",s,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
